CircuitName,CircuitGateSize,CircuitFFSize,EncryptionScheme,KeyLength,Fraction,Iteration,Time
74182,0,0,RI,60,0,1,0m0.018s
74182,0,0,RI,90,0,1,0m0.010s
74182,0,0,RI,20,0,1,0m0.006s
74182,0,0,RI,85,0,1,0m0.012s
74182,0,0,RI,160,0,1,0m0.010s
74182,0,0,RI,15,0,1,0m0.007s
74182,0,0,RI,185,0,1,0m0.015s
74182,0,0,RI,150,0,1,0m0.009s
74182,0,0,RI,55,0,1,0m0.009s
74182,0,0,RI,165,0,1,0m0.009s
74182,0,0,RI,45,0,1,0m0.010s
74182,0,0,RI,80,0,1,0m0.017s
74182,0,0,RI,115,0,1,0m0.012s
74182,0,0,RI,175,0,1,0m0.010s
74182,0,0,RI,140,0,1,0m0.011s
74182,0,0,RI,170,0,1,0m0.010s
74182,0,0,RI,5,0,1,0m0.020s
74182,0,0,RI,70,0,1,0m0.010s
74182,0,0,RI,100,0,1,0m0.016s
74182,0,0,RIF,0,65,1,0m0.007s
74182,0,0,RIF,0,70,1,0m0.010s
74182,0,0,RIF,0,80,1,0m0.008s
74182,0,0,RIF,0,55,1,0m0.013s
74182,0,0,RIF,0,50,1,0m0.006s
74182,0,0,RIF,0,75,1,0m0.007s
74182,0,0,RIF,0,60,1,0m0.007s
74182,0,0,RIF,0,15,1,0m0.011s
74182,0,0,RIF,0,85,1,0m0.016s
74182,0,0,RIF,0,20,1,0m0.007s
74182,0,0,RIF,0,5,1,0m0.005s
74182,0,0,RIF,0,40,1,0m0.011s
74182,0,0,RIF,0,35,1,0m0.017s
74182,0,0,RIF,0,30,1,0m0.005s
74182,0,0,RIF,0,90,1,0m0.008s
74182,0,0,RIF,0,10,1,0m0.005s
74182,0,0,RIF,0,45,1,0m0.013s
74182,0,0,RIF,0,25,1,0m0.012s
74182,0,0,IOLTS,0,65,1,0m0.004s
74182,0,0,IOLTS,0,70,1,0m0.011s
74182,0,0,IOLTS,0,80,1,0m0.004s
74182,0,0,IOLTS,0,55,1,0m0.004s
74182,0,0,IOLTS,0,50,1,0m0.004s
74182,0,0,IOLTS,0,75,1,0m0.005s
74182,0,0,IOLTS,0,60,1,0m0.013s
74182,0,0,IOLTS,0,15,1,0m0.005s
74182,0,0,IOLTS,0,85,1,0m0.010s
74182,0,0,IOLTS,0,20,1,0m0.010s
74182,0,0,IOLTS,0,5,1,0m0.011s
74182,0,0,IOLTS,0,40,1,0m0.005s
74182,0,0,IOLTS,0,35,1,0m0.010s
74182,0,0,IOLTS,0,30,1,0m0.006s
74182,0,0,IOLTS,0,90,1,0m0.010s
74182,0,0,IOLTS,0,10,1,0m0.005s
74182,0,0,IOLTS,0,45,1,0m0.008s
74182,0,0,IOLTS,0,25,1,0m0.005s
74182,0,0,TOC13_XOR,0,65,1,0m4.620s
74182,0,0,TOC13_XOR,0,70,1,0m3.024s
74182,0,0,TOC13_XOR,0,80,1,0m3.032s
74182,0,0,TOC13_XOR,0,55,1,0m3.128s
74182,0,0,TOC13_XOR,0,50,1,0m3.159s
74182,0,0,TOC13_XOR,0,75,1,0m3.007s
74182,0,0,TOC13_XOR,0,60,1,0m3.270s
74182,0,0,TOC13_XOR,0,15,1,0m3.208s
74182,0,0,TOC13_XOR,0,85,1,0m3.470s
74182,0,0,TOC13_XOR,0,20,1,0m3.024s
74182,0,0,TOC13_XOR,0,5,1,0m3.380s
74182,0,0,TOC13_XOR,0,40,1,0m3.197s
74182,0,0,TOC13_XOR,0,35,1,0m3.079s
74182,0,0,TOC13_XOR,0,30,1,0m3.021s
74182,0,0,TOC13_XOR,0,90,1,0m3.023s
74182,0,0,TOC13_XOR,0,10,1,0m3.040s
74182,0,0,TOC13_XOR,0,45,1,0m3.021s
74182,0,0,TOC13_XOR,0,25,1,0m3.035s
c5315,2307,0,RI,135,0,1,0m1.234s
c5315,2307,0,RI,65,0,1,0m0.655s
c5315,2307,0,RI,155,0,1,0m1.270s
c5315,2307,0,RI,95,0,1,0m0.885s
c5315,2307,0,RI,180,0,1,0m1.345s
c5315,2307,0,RI,190,0,1,0m1.924s
c5315,2307,0,RI,35,0,1,0m0.474s
c5315,2307,0,RI,125,0,1,0m1.207s
c5315,2307,0,RI,195,0,1,0m1.540s
c5315,2307,0,RI,145,0,1,0m1.424s
c5315,2307,0,RI,40,0,1,0m0.536s
c5315,2307,0,RI,10,0,1,0m0.278s
c5315,2307,0,RI,25,0,1,0m0.406s
c5315,2307,0,RI,110,0,1,0m1.291s
c5315,2307,0,RI,130,0,1,0m1.246s
c5315,2307,0,RI,30,0,1,0m0.476s
c5315,2307,0,RI,75,0,1,0m0.841s
c5315,2307,0,RI,105,0,1,0m1.140s
c5315,2307,0,RI,120,0,1,0m1.164s
c5315,2307,0,RI,50,0,1,0m0.626s
c5315,2307,0,RI,60,0,1,0m0.655s
c5315,2307,0,RI,90,0,1,0m0.853s
c5315,2307,0,RI,20,0,1,0m0.324s
c5315,2307,0,RI,85,0,1,0m1.057s
c5315,2307,0,RI,160,0,1,0m1.472s
c5315,2307,0,RI,15,0,1,0m0.332s
c5315,2307,0,RI,185,0,1,0m1.896s
c5315,2307,0,RI,150,0,1,0m1.395s
c5315,2307,0,RI,55,0,1,0m0.661s
c5315,2307,0,RI,165,0,1,0m1.506s
c5315,2307,0,RI,45,0,1,0m0.562s
c5315,2307,0,RI,80,0,1,0m0.973s
c5315,2307,0,RI,115,0,1,0m1.399s
c5315,2307,0,RI,175,0,1,0m1.532s
c5315,2307,0,RI,140,0,1,0m1.265s
c5315,2307,0,RI,170,0,1,0m1.546s
c5315,2307,0,RI,5,0,1,0m0.218s
c5315,2307,0,RI,70,0,1,0m0.700s
c5315,2307,0,RI,100,0,1,0m1.058s
c5315,2307,0,RIF,0,65,1,0m15.214s
c5315,2307,0,RIF,0,70,1,0m16.251s
c5315,2307,0,RIF,0,80,1,0m18.552s
c5315,2307,0,RIF,0,55,1,0m13.025s
c5315,2307,0,RIF,0,50,1,0m11.213s
c5315,2307,0,RIF,0,75,1,0m17.352s
c5315,2307,0,RIF,0,60,1,0m13.904s
c5315,2307,0,RIF,0,15,1,0m2.793s
c5315,2307,0,RIF,0,85,1,0m16.565s
c5315,2307,0,RIF,0,20,1,0m4.731s
c5315,2307,0,RIF,0,5,1,0m0.850s
c5315,2307,0,RIF,0,40,1,0m8.895s
c5315,2307,0,RIF,0,35,1,0m7.870s
c5315,2307,0,RIF,0,30,1,0m6.321s
c5315,2307,0,RIF,0,90,1,0m17.290s
c5315,2307,0,RIF,0,10,1,0m2.175s
c5315,2307,0,RIF,0,45,1,0m9.814s
c5315,2307,0,RIF,0,25,1,0m5.279s
c5315,2307,0,IOLTS,0,65,1,0m0.141s
c5315,2307,0,IOLTS,0,70,1,0m0.139s
c5315,2307,0,IOLTS,0,80,1,0m0.132s
c5315,2307,0,IOLTS,0,55,1,0m0.132s
c5315,2307,0,IOLTS,0,50,1,0m0.117s
c5315,2307,0,IOLTS,0,75,1,0m0.130s
c5315,2307,0,IOLTS,0,60,1,0m0.121s
c5315,2307,0,IOLTS,0,15,1,0m0.128s
c5315,2307,0,IOLTS,0,85,1,0m0.135s
c5315,2307,0,IOLTS,0,20,1,0m0.126s
c5315,2307,0,IOLTS,0,5,1,0m0.118s
c5315,2307,0,IOLTS,0,40,1,0m0.124s
c5315,2307,0,IOLTS,0,35,1,0m0.126s
c5315,2307,0,IOLTS,0,30,1,0m0.168s
c5315,2307,0,IOLTS,0,90,1,0m0.139s
c5315,2307,0,IOLTS,0,10,1,0m0.132s
c5315,2307,0,IOLTS,0,45,1,0m0.125s
c5315,2307,0,IOLTS,0,25,1,0m0.131s
c7552,3512,0,RI,135,0,1,0m1.662s
c7552,3512,0,RI,65,0,1,0m0.940s
c7552,3512,0,RI,155,0,1,0m2.089s
c7552,3512,0,RI,95,0,1,0m0.983s
c7552,3512,0,RI,180,0,1,0m2.473s
c7552,3512,0,RI,190,0,1,0m2.259s
c7552,3512,0,RI,35,0,1,0m0.354s
c7552,3512,0,RI,125,0,1,0m1.766s
c7552,3512,0,RI,195,0,1,0m2.712s
c7552,3512,0,RI,145,0,1,0m1.753s
c7552,3512,0,RI,40,0,1,0m0.434s
c7552,3512,0,RI,10,0,1,0m0.121s
c7552,3512,0,RI,25,0,1,0m0.259s
c7552,3512,0,RI,110,0,1,0m1.219s
c7552,3512,0,RI,130,0,1,0m2.172s
c7552,3512,0,RI,30,0,1,0m0.510s
c7552,3512,0,RI,75,0,1,0m1.158s
c7552,3512,0,RI,105,0,1,0m1.423s
c7552,3512,0,RI,120,0,1,0m1.560s
c7552,3512,0,RI,50,0,1,0m0.471s
c7552,3512,0,RI,60,0,1,0m0.920s
c7552,3512,0,RI,90,0,1,0m1.499s
c7552,3512,0,RI,20,0,1,0m0.247s
c7552,3512,0,RI,85,0,1,0m1.630s
c7552,3512,0,RI,160,0,1,0m2.375s
c7552,3512,0,RI,15,0,1,0m0.150s
c7552,3512,0,RI,185,0,1,0m2.416s
c7552,3512,0,RI,150,0,1,0m1.781s
c7552,3512,0,RI,55,0,1,0m0.514s
c7552,3512,0,RI,165,0,1,0m2.581s
c7552,3512,0,RI,45,0,1,0m0.450s
c7552,3512,0,RI,80,0,1,0m0.854s
c7552,3512,0,RI,115,0,1,0m1.770s
c7552,3512,0,RI,175,0,1,0m2.331s
c7552,3512,0,RI,140,0,1,0m1.720s
c7552,3512,0,RI,170,0,1,0m2.046s
c7552,3512,0,RI,5,0,1,0m0.088s
c7552,3512,0,RI,70,0,1,0m0.824s
c7552,3512,0,RI,100,0,1,0m1.218s
c7552,3512,0,RIF,0,65,1,0m23.328s
c7552,3512,0,RIF,0,70,1,0m27.547s
c7552,3512,0,RIF,0,80,1,0m23.286s
c7552,3512,0,RIF,0,55,1,0m23.804s
c7552,3512,0,RIF,0,50,1,0m18.762s
c7552,3512,0,RIF,0,75,1,0m23.278s
c7552,3512,0,RIF,0,60,1,0m22.903s
c7552,3512,0,RIF,0,15,1,0m5.501s
c7552,3512,0,RIF,0,85,1,0m23.231s
c7552,3512,0,RIF,0,20,1,0m7.367s
c7552,3512,0,RIF,0,5,1,0m2.111s
c7552,3512,0,RIF,0,40,1,0m15.288s
c7552,3512,0,RIF,0,35,1,0m13.532s
c7552,3512,0,RIF,0,30,1,0m11.048s
c7552,3512,0,RIF,0,90,1,0m23.355s
c7552,3512,0,RIF,0,10,1,0m3.836s
c7552,3512,0,RIF,0,45,1,0m19.590s
c7552,3512,0,RIF,0,25,1,0m9.272s
c7552,3512,0,IOLTS,0,65,1,0m0.228s
c7552,3512,0,IOLTS,0,70,1,0m0.221s
c7552,3512,0,IOLTS,0,80,1,0m0.239s
c7552,3512,0,IOLTS,0,55,1,0m0.233s
c7552,3512,0,IOLTS,0,50,1,0m0.214s
c7552,3512,0,IOLTS,0,75,1,0m0.210s
c7552,3512,0,IOLTS,0,60,1,0m0.229s
c7552,3512,0,IOLTS,0,15,1,0m0.307s
c7552,3512,0,IOLTS,0,85,1,0m0.389s
c7552,3512,0,IOLTS,0,20,1,0m0.198s
c7552,3512,0,IOLTS,0,5,1,0m0.188s
c7552,3512,0,IOLTS,0,40,1,0m0.240s
c7552,3512,0,IOLTS,0,35,1,0m0.327s
c7552,3512,0,IOLTS,0,30,1,0m0.197s
c7552,3512,0,IOLTS,0,90,1,0m0.199s
c7552,3512,0,IOLTS,0,10,1,0m0.316s
c7552,3512,0,IOLTS,0,45,1,0m0.207s
c7552,3512,0,IOLTS,0,25,1,0m0.203s
c6288,2406,0,RI,135,0,1,0m5.101s
c6288,2406,0,RI,65,0,1,0m2.479s
c6288,2406,0,RI,155,0,1,0m4.822s
c6288,2406,0,RI,95,0,1,0m2.529s
c6288,2406,0,RI,180,0,1,0m6.497s
c6288,2406,0,RI,190,0,1,0m5.238s
c6288,2406,0,RI,35,0,1,0m1.364s
c6288,2406,0,RI,125,0,1,0m3.370s
c6288,2406,0,RI,195,0,1,0m5.830s
c6288,2406,0,RI,145,0,1,0m3.933s
c6288,2406,0,RI,40,0,1,0m0.945s
c6288,2406,0,RI,10,0,1,0m0.285s
c6288,2406,0,RI,25,0,1,0m0.570s
c6288,2406,0,RI,110,0,1,0m3.392s
c6288,2406,0,RI,130,0,1,0m4.663s
c6288,2406,0,RI,30,0,1,0m1.155s
c6288,2406,0,RI,75,0,1,0m2.277s
c6288,2406,0,RI,105,0,1,0m2.628s
c6288,2406,0,RI,120,0,1,0m4.199s
c6288,2406,0,RI,50,0,1,0m1.218s
c6288,2406,0,RI,60,0,1,0m1.531s
