CircuitName,CircuitGateSize,CircuitFFSize,EncryptionScheme,KeyLength,Fraction,Iteration,Time
74L85,0,0,RI,135,0,1,0m0.026s
74L85,0,0,RI,65,0,1,0m0.047s
74L85,0,0,RI,155,0,1,0m0.041s
74L85,0,0,RI,95,0,1,0m0.022s
74L85,0,0,RI,180,0,1,0m0.024s
74L85,0,0,RI,190,0,1,0m0.030s
74L85,0,0,RI,35,0,1,0m0.041s
74L85,0,0,RI,125,0,1,0m0.022s
74L85,0,0,RI,195,0,1,0m0.021s
74L85,0,0,RI,145,0,1,0m0.029s
74L85,0,0,RI,40,0,1,0m0.027s
74L85,0,0,RI,10,0,1,0m0.008s
74L85,0,0,RI,25,0,1,0m0.019s
74L85,0,0,RI,110,0,1,0m0.026s
74L85,0,0,RI,130,0,1,0m0.026s
74L85,0,0,RI,30,0,1,0m0.020s
74L85,0,0,RI,75,0,1,0m0.020s
74L85,0,0,RI,105,0,1,0m0.029s
74L85,0,0,RI,120,0,1,0m0.021s
74L85,0,0,RI,50,0,1,0m0.022s
74L85,0,0,RI,60,0,1,0m0.052s
74L85,0,0,RI,90,0,1,0m0.021s
74L85,0,0,RI,20,0,1,0m0.013s
74L85,0,0,RI,85,0,1,0m0.021s
74L85,0,0,RI,160,0,1,0m0.021s
74L85,0,0,RI,15,0,1,0m0.014s
74L85,0,0,RI,185,0,1,0m0.021s
74L85,0,0,RI,150,0,1,0m0.021s
74L85,0,0,RI,55,0,1,0m0.026s
74L85,0,0,RI,165,0,1,0m0.021s
74L85,0,0,RI,45,0,1,0m0.030s
74L85,0,0,RI,80,0,1,0m0.049s
74L85,0,0,RI,115,0,1,0m0.031s
74L85,0,0,RI,175,0,1,0m0.022s
74L85,0,0,RI,140,0,1,0m0.030s
74L85,0,0,RI,170,0,1,0m0.029s
74L85,0,0,RI,5,0,1,0m0.014s
74L85,0,0,RI,70,0,1,0m0.024s
74L85,0,0,RI,100,0,1,0m0.022s
74L85,0,0,RIF,0,65,1,0m0.022s
74L85,0,0,RIF,0,70,1,0m0.013s
74L85,0,0,RIF,0,80,1,0m0.019s
74L85,0,0,RIF,0,55,1,0m0.012s
74L85,0,0,RIF,0,50,1,0m0.011s
74L85,0,0,RIF,0,75,1,0m0.019s
74L85,0,0,RIF,0,60,1,0m0.013s
74L85,0,0,RIF,0,15,1,0m0.011s
74L85,0,0,RIF,0,85,1,0m0.021s
74L85,0,0,RIF,0,20,1,0m0.013s
74L85,0,0,RIF,0,5,1,0m0.006s
74L85,0,0,RIF,0,40,1,0m0.009s
74L85,0,0,RIF,0,35,1,0m0.008s
74L85,0,0,RIF,0,30,1,0m0.008s
74L85,0,0,RIF,0,90,1,0m0.016s
74L85,0,0,RIF,0,10,1,0m0.012s
74L85,0,0,RIF,0,45,1,0m0.025s
74L85,0,0,RIF,0,25,1,0m0.013s
74L85,0,0,IOLTS,0,65,1,0m0.005s
74L85,0,0,IOLTS,0,70,1,0m0.018s
74L85,0,0,IOLTS,0,80,1,0m0.005s
74L85,0,0,IOLTS,0,55,1,0m0.004s
74L85,0,0,IOLTS,0,50,1,0m0.005s
74L85,0,0,IOLTS,0,75,1,0m0.011s
74L85,0,0,IOLTS,0,60,1,0m0.004s
74L85,0,0,IOLTS,0,15,1,0m0.005s
74L85,0,0,IOLTS,0,85,1,0m0.005s
74L85,0,0,IOLTS,0,20,1,0m0.004s
74L85,0,0,IOLTS,0,5,1,0m0.011s
74L85,0,0,IOLTS,0,40,1,0m0.010s
74L85,0,0,IOLTS,0,35,1,0m0.009s
74L85,0,0,IOLTS,0,30,1,0m0.011s
74L85,0,0,IOLTS,0,90,1,0m0.005s
74L85,0,0,IOLTS,0,10,1,0m0.005s
74L85,0,0,IOLTS,0,45,1,0m0.006s
74L85,0,0,IOLTS,0,25,1,0m0.007s
74L85,0,0,TOC13_XOR,0,65,1,0m4.832s
74L85,0,0,TOC13_XOR,0,70,1,0m4.350s
74L85,0,0,TOC13_XOR,0,80,1,0m4.341s
74L85,0,0,TOC13_XOR,0,55,1,0m4.681s
74L85,0,0,TOC13_XOR,0,50,1,0m4.589s
74L85,0,0,TOC13_XOR,0,75,1,0m4.341s
74L85,0,0,TOC13_XOR,0,60,1,0m4.340s
74L85,0,0,TOC13_XOR,0,15,1,0m4.797s
74L85,0,0,TOC13_XOR,0,85,1,0m4.862s
74L85,0,0,TOC13_XOR,0,20,1,0m4.347s
74L85,0,0,TOC13_XOR,0,5,1,0m4.455s
74L85,0,0,TOC13_XOR,0,40,1,0m4.318s
74L85,0,0,TOC13_XOR,0,35,1,0m4.346s
74L85,0,0,TOC13_XOR,0,30,1,0m4.375s
74L85,0,0,TOC13_XOR,0,90,1,0m4.467s
74L85,0,0,TOC13_XOR,0,10,1,0m4.428s
74L85,0,0,TOC13_XOR,0,45,1,0m4.573s
74L85,0,0,TOC13_XOR,0,25,1,0m4.821s
c17,0,0,RI,135,0,1,0m0.007s
c17,0,0,RI,65,0,1,0m0.007s
c17,0,0,RI,155,0,1,0m0.006s
c17,0,0,RI,95,0,1,0m0.006s
c17,0,0,RI,180,0,1,0m0.006s
c17,0,0,RI,190,0,1,0m0.006s
c17,0,0,RI,35,0,1,0m0.007s
c17,0,0,RI,125,0,1,0m0.006s
c17,0,0,RI,195,0,1,0m0.006s
c17,0,0,RI,145,0,1,0m0.006s
c17,0,0,RI,40,0,1,0m0.007s
c17,0,0,RI,10,0,1,0m0.006s
c17,0,0,RI,25,0,1,0m0.007s
c17,0,0,RI,110,0,1,0m0.006s
c17,0,0,RI,130,0,1,0m0.006s
c17,0,0,RI,30,0,1,0m0.007s
c17,0,0,RI,75,0,1,0m0.007s
c17,0,0,RI,105,0,1,0m0.006s
c17,0,0,RI,120,0,1,0m0.006s
c17,0,0,RI,50,0,1,0m0.014s
c17,0,0,RI,60,0,1,0m0.006s
c17,0,0,RI,90,0,1,0m0.006s
c17,0,0,RI,20,0,1,0m0.006s
c17,0,0,RI,85,0,1,0m0.006s
c17,0,0,RI,160,0,1,0m0.007s
c17,0,0,RI,15,0,1,0m0.007s
c17,0,0,RI,185,0,1,0m0.006s
c17,0,0,RI,150,0,1,0m0.006s
c17,0,0,RI,55,0,1,0m0.006s
c17,0,0,RI,165,0,1,0m0.005s
c17,0,0,RI,45,0,1,0m0.015s
c17,0,0,RI,80,0,1,0m0.006s
c17,0,0,RI,115,0,1,0m0.006s
c17,0,0,RI,175,0,1,0m0.006s
c17,0,0,RI,140,0,1,0m0.006s
c17,0,0,RI,170,0,1,0m0.006s
c17,0,0,RI,5,0,1,0m0.019s
c17,0,0,RI,70,0,1,0m0.007s
c17,0,0,RI,100,0,1,0m0.006s
c17,0,0,RIF,0,65,1,0m0.005s
c17,0,0,RIF,0,70,1,0m0.005s
c17,0,0,RIF,0,80,1,0m0.006s
c17,0,0,RIF,0,55,1,0m0.005s
c17,0,0,RIF,0,50,1,0m0.005s
c17,0,0,RIF,0,75,1,0m0.006s
c17,0,0,RIF,0,60,1,0m0.005s
c17,0,0,RIF,0,15,1,0m0.005s
c17,0,0,RIF,0,85,1,0m0.006s
c17,0,0,RIF,0,20,1,0m0.073s
c17,0,0,RIF,0,5,1,0m0.005s
c17,0,0,RIF,0,40,1,0m0.005s
c17,0,0,RIF,0,35,1,0m0.005s
c17,0,0,RIF,0,30,1,0m0.010s
c17,0,0,RIF,0,90,1,0m0.005s
c17,0,0,RIF,0,10,1,0m0.005s
c17,0,0,RIF,0,45,1,0m0.005s
c17,0,0,RIF,0,25,1,0m0.005s
c17,0,0,IOLTS,0,65,1,0m0.005s
c17,0,0,IOLTS,0,70,1,0m0.005s
c17,0,0,IOLTS,0,80,1,0m0.012s
c17,0,0,IOLTS,0,55,1,0m0.005s
c17,0,0,IOLTS,0,50,1,0m0.005s
c17,0,0,IOLTS,0,75,1,0m0.012s
c17,0,0,IOLTS,0,60,1,0m0.006s
c17,0,0,IOLTS,0,15,1,0m0.004s
c17,0,0,IOLTS,0,85,1,0m0.008s
c17,0,0,IOLTS,0,20,1,0m0.005s
c17,0,0,IOLTS,0,5,1,0m0.005s
c17,0,0,IOLTS,0,40,1,0m0.005s
c17,0,0,IOLTS,0,35,1,0m0.005s
c17,0,0,IOLTS,0,30,1,0m0.005s
c17,0,0,IOLTS,0,90,1,0m0.013s
c17,0,0,IOLTS,0,10,1,0m0.005s
c17,0,0,IOLTS,0,45,1,0m0.005s
c17,0,0,IOLTS,0,25,1,0m0.005s
c17,0,0,TOC13_XOR,0,65,1,0m0.704s
c17,0,0,TOC13_XOR,0,70,1,0m0.851s
c17,0,0,TOC13_XOR,0,80,1,0m1.000s
c17,0,0,TOC13_XOR,0,55,1,0m0.723s
c17,0,0,TOC13_XOR,0,50,1,0m0.715s
c17,0,0,TOC13_XOR,0,75,1,0m0.907s
c17,0,0,TOC13_XOR,0,60,1,0m1.056s
c17,0,0,TOC13_XOR,0,15,1,0m1.516s
c17,0,0,TOC13_XOR,0,85,1,0m0.723s
c17,0,0,TOC13_XOR,0,20,1,0m1.408s
c17,0,0,TOC13_XOR,0,5,1,0m1.659s
c17,0,0,TOC13_XOR,0,40,1,0m1.064s
c17,0,0,TOC13_XOR,0,35,1,0m0.899s
c17,0,0,TOC13_XOR,0,30,1,0m0.891s
c17,0,0,TOC13_XOR,0,90,1,0m0.755s
c17,0,0,TOC13_XOR,0,10,1,0m1.615s
c17,0,0,TOC13_XOR,0,45,1,0m1.058s
c17,0,0,TOC13_XOR,0,25,1,0m0.874s
c1355,546,0,RI,135,0,1,0m0.732s
c1355,546,0,RI,65,0,1,0m0.395s
c1355,546,0,RI,155,0,1,0m0.846s
c1355,546,0,RI,95,0,1,0m0.881s
c1355,546,0,RI,180,0,1,0m1.209s
c1355,546,0,RI,190,0,1,0m1.052s
c1355,546,0,RI,35,0,1,0m0.217s
c1355,546,0,RI,125,0,1,0m0.899s
c1355,546,0,RI,195,0,1,0m1.073s
c1355,546,0,RI,145,0,1,0m0.773s
c1355,546,0,RI,40,0,1,0m0.409s
c1355,546,0,RI,10,0,1,0m0.073s
c1355,546,0,RI,25,0,1,0m0.143s
c1355,546,0,RI,110,0,1,0m0.603s
c1355,546,0,RI,130,0,1,0m0.989s
c1355,546,0,RI,30,0,1,0m0.196s
c1355,546,0,RI,75,0,1,0m0.457s
c1355,546,0,RI,105,0,1,0m0.602s
c1355,546,0,RI,120,0,1,0m1.044s
c1355,546,0,RI,50,0,1,0m0.324s
c1355,546,0,RI,60,0,1,0m0.497s
c1355,546,0,RI,90,0,1,0m0.492s
c1355,546,0,RI,20,0,1,0m0.151s
c1355,546,0,RI,85,0,1,0m0.809s
c1355,546,0,RI,160,0,1,0m1.318s
c1355,546,0,RI,15,0,1,0m0.088s
c1355,546,0,RI,185,0,1,0m1.017s
c1355,546,0,RI,150,0,1,0m1.000s
c1355,546,0,RI,55,0,1,0m0.301s
c1355,546,0,RI,165,0,1,0m1.267s
c1355,546,0,RI,45,0,1,0m0.246s
c1355,546,0,RI,80,0,1,0m0.448s
c1355,546,0,RI,115,0,1,0m0.625s
c1355,546,0,RI,175,0,1,0m0.968s
c1355,546,0,RI,140,0,1,0m1.124s
c1355,546,0,RI,170,0,1,0m0.934s
c1355,546,0,RI,5,0,1,0m0.092s
c1355,546,0,RI,70,0,1,0m0.391s
c1355,546,0,RI,100,0,1,0m0.584s
c1355,546,0,RIF,0,65,1,0m2.175s
c1355,546,0,RIF,0,70,1,0m2.098s
c1355,546,0,RIF,0,80,1,0m2.542s
c1355,546,0,RIF,0,55,1,0m2.225s
c1355,546,0,RIF,0,50,1,0m1.477s
c1355,546,0,RIF,0,75,1,0m2.194s
c1355,546,0,RIF,0,60,1,0m2.215s
c1355,546,0,RIF,0,15,1,0m0.772s
c1355,546,0,RIF,0,85,1,0m2.771s
c1355,546,0,RIF,0,20,1,0m0.591s
c1355,546,0,RIF,0,5,1,0m0.177s
c1355,546,0,RIF,0,40,1,0m2.314s
c1355,546,0,RIF,0,35,1,0m2.389s
c1355,546,0,RIF,0,30,1,0m2.425s
c1355,546,0,RIF,0,90,1,0m2.844s
c1355,546,0,RIF,0,10,1,0m0.302s
c1355,546,0,RIF,0,45,1,0m2.317s
c1355,546,0,RIF,0,25,1,0m2.569s
c1355,546,0,IOLTS,0,65,1,0m0.019s
c1355,546,0,IOLTS,0,70,1,0m0.012s
c1355,546,0,IOLTS,0,80,1,0m0.014s
c1355,546,0,IOLTS,0,55,1,0m0.031s
c1355,546,0,IOLTS,0,50,1,0m0.017s
c1355,546,0,IOLTS,0,75,1,0m0.014s
c1355,546,0,IOLTS,0,60,1,0m0.016s
c1355,546,0,IOLTS,0,15,1,0m0.047s
c1355,546,0,IOLTS,0,85,1,0m0.018s
c1355,546,0,IOLTS,0,20,1,0m0.022s
c1355,546,0,IOLTS,0,5,1,0m0.011s
c1355,546,0,IOLTS,0,40,1,0m0.015s
c1355,546,0,IOLTS,0,35,1,0m0.038s
c1355,546,0,IOLTS,0,30,1,0m0.017s
c1355,546,0,IOLTS,0,90,1,0m0.017s
c1355,546,0,IOLTS,0,10,1,0m0.011s
c1355,546,0,IOLTS,0,45,1,0m0.031s
c1355,546,0,IOLTS,0,25,1,0m0.049s
c1355,546,0,TOC13_XOR,0,65,1,4m22.516s
c1355,546,0,TOC13_XOR,0,70,1,4m22.778s
c1355,546,0,TOC13_XOR,0,80,1,4m21.503s
c1355,546,0,TOC13_XOR,0,55,1,4m21.405s
c1355,546,0,TOC13_XOR,0,50,1,4m21.546s
c1355,546,0,TOC13_XOR,0,75,1,4m23.402s
c1355,546,0,TOC13_XOR,0,60,1,4m24.643s
c1355,546,0,TOC13_XOR,0,15,1,4m22.563s
c1355,546,0,TOC13_XOR,0,85,1,4m22.203s
c1355,546,0,TOC13_XOR,0,20,1,4m22.234s
c1355,546,0,TOC13_XOR,0,5,1,4m23.600s
c1355,546,0,TOC13_XOR,0,40,1,4m21.037s
c1355,546,0,TOC13_XOR,0,35,1,4m22.858s
c1355,546,0,TOC13_XOR,0,30,1,4m23.436s
c1355,546,0,TOC13_XOR,0,90,1,3m36.969s
c1355,546,0,TOC13_XOR,0,10,1,4m22.919s
c1355,546,0,TOC13_XOR,0,45,1,4m22.178s
c1355,546,0,TOC13_XOR,0,25,1,4m22.161s
74182,0,0,RI,135,0,1,0m0.024s
74182,0,0,RI,65,0,1,0m0.010s
74182,0,0,RI,155,0,1,0m0.016s
74182,0,0,RI,95,0,1,0m0.010s
74182,0,0,RI,180,0,1,0m0.010s
74182,0,0,RI,190,0,1,0m0.011s
74182,0,0,RI,35,0,1,0m0.009s
74182,0,0,RI,125,0,1,0m0.009s
74182,0,0,RI,195,0,1,0m0.013s
74182,0,0,RI,145,0,1,0m0.010s
74182,0,0,RI,40,0,1,0m0.009s
74182,0,0,RI,10,0,1,0m0.005s
74182,0,0,RI,25,0,1,0m0.013s
74182,0,0,RI,110,0,1,0m0.010s
74182,0,0,RI,130,0,1,0m0.017s
74182,0,0,RI,30,0,1,0m0.014s
74182,0,0,RI,75,0,1,0m0.011s
74182,0,0,RI,105,0,1,0m0.010s
74182,0,0,RI,120,0,1,0m0.009s
74182,0,0,RI,50,0,1,0m0.014s
